ID,YEAR,MONTH,DAY,LATITUDE,LONGITUDE,COUNTRY,REGION,CAUSE,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DEATHS_TOTAL_DESCRIPTION,DAMAGE_TOTAL_DESCRIPTION,LOCATION_NAME
3506,1973,6.0,26.0,43.2,146.6,RUSSIA,Kamchatka and Kuril Islands,Earthquake,6.6,,0.0,,,S. KURIL ISLANDS
3505,2008,4.0,9.0,-20.071,168.892,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.3,35.0,0.0,,,LOYALTY ISLANDS
3416,1914,1.0,15.0,43.5,10.2,ITALY,Mediterranean Sea,Earthquake,0.0,,2.0,,,LIGURIAN SEA
3410,1903,5.0,13.0,38.1,13.4,ITALY,Mediterranean Sea,Earthquake,0.0,,2.0,,,CALABRIAN ARC
3405,1949,2.0,9.0,38.2,20.0,GREECE,Mediterranean Sea,Earthquake,0.0,15.0,0.0,,,WEST COAST OF GREECE
3404,1939,1.0,27.0,38.5,14.7,ITALY,Mediterranean Sea,Earthquake,0.0,15.0,2.0,,,CALABRIAN ARC
3402,1928,4.0,24.0,38.0,23.5,GREECE,Mediterranean Sea,Earthquake,5.0,,3.0,,,AEGEAN SEA
3400,1940,1.0,15.0,38.067,13.467,ITALY,Mediterranean Sea,Earthquake,5.1,15.0,3.0,,,NORTHERN SICILY
3399,1941,3.0,16.0,38.3,12.2,ITALY,Mediterranean Sea,Earthquake,0.0,,2.0,,,CALABRIAN ARC
3392,1956,7.0,9.0,36.8,25.5,GREECE,Mediterranean Sea,Earthquake,6.8,,0.0,,,"AMORGOS ISLAND, AEGEAN ISLANDS"
3391,1962,5.0,28.0,39.8,25.0,GREECE,Mediterranean Sea,Earthquake,4.5,,0.0,,,NORTH AEGEAN SEA
3382,2008,2.0,25.0,-2.486,99.972,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,6.5,25.0,0.0,,Limited (<$1 million),SUMATRA
3508,2000,7.0,15.0,34.319,139.26,JAPAN,Japan,Earthquake,6.1,10.0,0.0,,Limited (<$1 million),HONSHU: S COAST
3507,1986,11.0,14.0,23.901,121.574,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,7.8,34.0,0.0,Few (~1 to 50 people),Limited (<$1 million),TAIWAN
3393,1955,4.0,19.0,39.4,23.1,GREECE,Mediterranean Sea,Earthquake,6.2,,0.0,Few (~1 to 50 people),Extreme (~$25 million or more),VOLOS GULF
3394,1954,9.0,9.0,36.283,1.467,ALGERIA,Mediterranean Sea,Earthquake and Landslide,6.7,,0.0,Very Many (~1001 or more people),Severe (~>$5 to $24 million),SEA OF ALBORAN
3396,1953,9.0,10.0,35.0,32.5,CYPRUS,Mediterranean Sea,Earthquake,6.5,,0.0,Few (~1 to 50 people),Moderate (~$1 to $5 million),LEVANTIAN SEA
3398,1953,8.0,12.0,38.3,20.8,GREECE,Mediterranean Sea,Earthquake,7.2,,0.0,Many (~101 to 1000 people),Extreme (~$25 million or more),IONIAN SEA
3383,1951,8.0,3.0,13.0,-87.5,NICARAGUA,West Coast of North and Central America,Earthquake and Landslide,6.0,100.0,0.0,,Severe (~>$5 to $24 million),COSIGUINA VOLCANO
3419,1926,8.0,17.0,38.567,14.833,ITALY,Mediterranean Sea,Earthquake,5.3,100.0,3.0,,,AEOLIAN ISLANDS
3500,1911,2.0,18.0,40.9,20.8,ALBANIA,Mediterranean Sea,Earthquake,6.7,,0.0,,,OCHRIDA LAKE
3415,1907,10.0,23.0,38.133,16.017,ITALY,Mediterranean Sea,Earthquake,5.9,,3.0,Many (~101 to 1000 people),Moderate (~$1 to $5 million),IONIAN CALABRIA
3411,1905,9.0,8.0,38.67,16.07,ITALY,Mediterranean Sea,Earthquake,7.1,15.0,4.0,Many (~101 to 1000 people),Extreme (~$25 million or more),TYRRHENIAN CALABRIA
3535,2000,11.0,21.0,70.25,-52.75,GREENLAND,Northwest Atlantic Ocean,Landslide,0.0,,0.0,,Limited (<$1 million),"PAATUUT, GREENLAND"
3511,1919,4.0,3.0,3.138,125.491,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Volcano,0.0,,0.0,,Limited (<$1 million),SULAWESI
3531,1908,9.0,11.0,48.958,-62.133,CANADA,"East Coast USA and Canada, St Pierre and Miquelon",Unknown,0.0,,0.0,,,GULF OF SAINT LAWRENCE
3532,1914,5.0,,48.958,-62.133,CANADA,"East Coast USA and Canada, St Pierre and Miquelon",Unknown,0.0,,0.0,,,GULF OF SAINT LAWRENCE
3579,1918,8.0,14.0,26.9,103.0,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,5.5,,0.0,,Limited (<$1 million),YUNNAN PROVINCE
3574,1958,2.0,7.0,31.5,105.0,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,6.2,,0.0,,,SICHUAN PROVINCE
3573,1955,9.0,23.0,26.6,101.8,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,6.8,10.0,0.0,,,"JINSHA RIVER, YUNNAN PROVINCE"
3571,1951,12.0,21.0,26.7,100.0,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,6.3,,0.0,,,CHINA: GANSU AND SHANXI PROVINCES
3580,1935,12.0,18.0,28.7,103.6,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,6.0,,0.0,Some (~51 to 100 people),Moderate (~$1 to $5 million),SICHUAN PROVINCE
3569,1930,1.0,3.0,32.2,119.4,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,5.5,,0.0,,Limited (<$1 million),JIANGSU PROVINCE
3558,2008,7.0,19.0,37.552,142.214,JAPAN,Japan,Earthquake,6.9,22.0,0.0,,,OFF EAST COAST OF HONSHU ISLAND
3537,1921,8.0,4.0,40.13,124.38,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,0.0,,0.0,,Limited (<$1 million),"XIAOSI, DANDONG, LIAONING"
3541,1920,12.0,16.0,36.7,104.9,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,7.8,17.0,0.0,,,CHINA: GANSU AND SHANXI PROVINCES
3559,1906,11.0,20.0,6.5,0.3,GHANA,West Coast of Africa,Earthquake,5.0,,0.0,,Moderate (~$1 to $5 million),GOLD COAST
3544,1934,4.0,7.0,62.27,7.4,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,0.0,Few (~1 to 50 people),,TAFJORD
3542,1905,1.0,16.0,61.86600000000001,6.85,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,0.0,Some (~51 to 100 people),Moderate (~$1 to $5 million),LOEN
3543,1936,9.0,13.0,61.87,6.851,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,0.0,Some (~51 to 100 people),Limited (<$1 million),LOEN
3588,2008,8.0,20.0,-28.5,13.2,SOUTH AFRICA,West Coast of Africa,Unknown,0.0,,0.0,,Limited (<$1 million),SOUTHERN ATLANTIC OCEAN
3621,2008,10.0,28.0,43.8,-69.7,USA,"East Coast USA and Canada, St Pierre and Miquelon",Meteorological,0.0,,0.0,,Limited (<$1 million),MAINE
3620,1930,11.0,5.0,-4.05,39.667,KENYA,Indian Ocean (including west coast of Australia),Earthquake,0.0,,0.0,,,MOMBASA
3638,1938,1.0,28.0,-1.408,29.2,CONGO,Central Africa,Volcano,0.0,,0.0,,,NYAMURAGIRA
3601,2008,4.0,28.0,-19.941,168.953,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.4,32.0,0.0,,,VANUATU ISLANDS
3646,1969,3.0,31.0,27.7,34.0,EGYPT,Red Sea and Persian Gulf,Earthquake,7.0,,0.0,Few (~1 to 50 people),Severe (~>$5 to $24 million),GULF OF SUEZ
3618,2003,5.0,27.0,36.939,3.5780000000000003,ALGERIA,Mediterranean Sea,Earthquake,5.7,8.0,0.0,Few (~1 to 50 people),Moderate (~$1 to $5 million),ALGIERS
3622,2006,12.0,26.0,21.799,120.547,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,7.0,10.0,0.0,Few (~1 to 50 people),Limited (<$1 million),TAIWAN
3619,1930,2.0,16.0,36.0,-3.0,SPAIN,Mediterranean Sea,Earthquake,0.0,,0.0,,,OFF SOUTHERN COAST
3598,2007,9.0,2.0,-11.61,165.762,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.2,35.0,0.0,,,SANTA CRUZ ISLANDS
3599,2007,12.0,9.0,-25.996,-177.514,KERMADEC ISLANDS,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,7.8,153.0,0.0,,,KERMADEC ISLANDS
3589,2008,9.0,11.0,41.892,143.754,JAPAN,Japan,Earthquake,6.8,25.0,0.0,Few (~1 to 50 people),Severe (~>$5 to $24 million),HOKKAIDO ISLAND
3603,1933,5.0,19.0,6.9,0.6,TOGO,West Coast of Africa,Earthquake,0.0,,0.0,,,GOLD COAST
3586,2008,5.0,12.0,31.002,103.322,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,7.9,19.0,0.0,Very Many (~1001 or more people),Extreme (~$25 million or more),SICHUAN PROVINCE
3587,2008,8.0,8.0,52.18,-175.5,USA,Alaska (including Aleutian Islands),Volcano,0.0,,0.0,,,"KASATOCHI VOLCANO, ALEUTIAN IS, AK"
3623,2008,11.0,16.0,1.271,122.091,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,7.3,30.0,0.0,Few (~1 to 50 people),Severe (~>$5 to $24 million),SULAWESI
3769,1928,5.0,2.0,39.6,29.1,GREECE,Mediterranean Sea,Earthquake,6.2,,0.0,,,NORTH AEGEAN
3811,1916,8.0,16.0,43.967,12.667,ITALY,Mediterranean Sea,Earthquake,5.9,,2.0,,,CENTRAL ADRIATIC
3727,1905,10.0,21.0,42.0,42.0,GEORGIA,Black Sea and Caspian Sea,Earthquake,7.5,60.0,0.0,,,CAUCASUS
3724,1941,11.0,25.0,37.417,-18.983,ATLANTIC OCEAN,Northeast Atlantic Ocean,Earthquake,8.3,,2.0,,,AZORES GIBRALTAR FRACTURE ZONE
3647,2009,1.0,3.0,-0.414,132.885,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,7.6,17.0,0.0,Few (~1 to 50 people),Severe (~>$5 to $24 million),NEAR NORTH COAST
3649,2009,1.0,3.0,-0.691,133.305,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,7.3,23.0,0.0,,,NEAR NORTH COAST
3691,2009,1.0,15.0,46.857,155.154,RUSSIA,Kamchatka and Kuril Islands,Earthquake,7.4,36.0,0.0,,,KAMCHATKA
3692,2009,2.0,11.0,3.884,126.397,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,7.2,22.0,0.0,,Moderate (~$1 to $5 million),CELEBES SEA
3725,1901,3.0,31.0,43.4,28.5,BULGARIA,Black Sea and Caspian Sea,Earthquake,7.2,,0.0,Few (~1 to 50 people),Severe (~>$5 to $24 million),BLACK SEA
3798,1968,4.0,18.0,44.08,8.0,ITALY,Mediterranean Sea,Earthquake,4.6,7.0,2.0,,,LIGURIA-COTE D'AZUR
4311,2007,5.0,7.0,43.0,29.0,BULGARIA,Black Sea and Caspian Sea,Landslide,0.0,,0.0,,Limited (<$1 million),BLACK SEA
4247,1998,3.0,19.0,61.183,5.267,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,4.0,,Moderate (~$1 to $5 million),WESTERN NORWAY
4255,1927,1.0,24.0,59.0,3.0,NORWAY,Northeast Atlantic Ocean,Earthquake,5.1,,0.0,,,WESTERN NORWAY
4309,1908,5.0,31.0,44.0,34.0,UKRAINE,Black Sea and Caspian Sea,Earthquake,6.5,,0.0,,,CRIMEA
4250,1959,5.0,7.0,69.817,20.917,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,4.0,Few (~1 to 50 people),Limited (<$1 million),NORTHERN NORWAY
4227,1944,8.0,20.0,38.789,15.213,ITALY,Mediterranean Sea,Volcano,0.0,,4.0,,Limited (<$1 million),STROMBOLI ISLAND
4244,1930,5.0,2.0,63.317,9.85,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,3.0,,Limited (<$1 million),MID-NORWAY
4246,1979,10.0,6.0,65.117,12.333,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,3.0,,Limited (<$1 million),NORTHERN NORWAY
4308,1919,12.0,26.0,44.0,33.0,UKRAINE,Black Sea and Caspian Sea,Earthquake,0.0,,0.0,,,CRIMEA
4256,1950,10.0,8.0,63.433,10.383,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,0.0,,,MID-NORWAY
4240,1940,8.0,31.0,65.883,13.167,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,2.0,,Moderate (~$1 to $5 million),NORTHERN NORWAY
4248,1983,8.0,18.0,61.233,7.717,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,4.0,,Limited (<$1 million),WESTERN NORWAY
4238,1938,3.0,,62.333,6.9670000000000005,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,2.0,,,WESTERN NORWAY
4239,1952,1.0,9.0,64.883,12.417,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,2.0,,,MID-NORWAY
4242,1966,5.0,8.0,59.6,10.633,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,3.0,,,EASTERN NORWAY
4237,1987,2.0,21.0,62.2,6.65,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,2.0,,,WESTERN NORWAY
4249,1994,4.0,28.0,61.267,6.582999999999999,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,4.0,,Limited (<$1 million),WESTERN NORWAY
4300,1931,6.0,7.0,54.0,1.067,UK,Northeast Atlantic Ocean,Earthquake,6.0,70.0,0.0,,,"DOGGER BANK, ENGLAND"
4223,1930,10.0,30.0,43.667,13.267,ITALY,Mediterranean Sea,Earthquake,5.9,,4.0,Few (~1 to 50 people),Severe (~>$5 to $24 million),CENTRAL ADRIATIC
4258,1939,5.0,8.0,37.053,-24.427,PORTUGAL,Northeast Atlantic Ocean,Earthquake,6.5,16.0,1.0,,,AZORES
4259,1980,1.0,1.0,38.727,-27.75,PORTUGAL,Northeast Atlantic Ocean,Earthquake,6.9,13.0,1.0,Some (~51 to 100 people),Moderate (~$1 to $5 million),AZORES
4312,2009,3.0,19.0,-23.046,-174.65900000000002,TONGA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,7.6,34.0,0.0,,,TONGA
4277,1978,8.0,14.0,36.37,-6.98,SPAIN,Northeast Atlantic Ocean,Earthquake,4.4,30.0,1.0,,,CADIZ
4290,1963,9.0,18.0,40.75,29.0,TURKEY,Mediterranean Sea,Earthquake,6.1,,3.0,Few (~1 to 50 people),Moderate (~$1 to $5 million),MARMARA SEA
4218,1930,9.0,11.0,38.789,15.213,ITALY,Mediterranean Sea,Volcano,0.0,,3.0,Few (~1 to 50 people),Moderate (~$1 to $5 million),STROMBOLI ISLAND
4442,2009,10.0,7.0,-13.005999999999998,166.51,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.6,45.0,0.0,,,VANUATU ISLANDS
4356,2009,5.0,28.0,16.72,-86.236,HONDURAS,Caribbean Sea,Earthquake,7.3,10.0,0.0,Few (~1 to 50 people),Moderate (~$1 to $5 million),OFF COAST OF HONDURAS
4441,2009,9.0,30.0,-0.72,99.867,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,7.5,81.0,0.0,Very Many (~1001 or more people),Extreme (~$25 million or more),SUMATRA
4482,2009,8.0,16.0,-1.479,99.49,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,6.7,20.0,0.0,,,SUMATRA
4419,2009,8.0,10.0,14.099,92.888,INDIA,Indian Ocean (including west coast of Australia),Earthquake,7.5,5.0,0.0,,,ANDAMAN ISLANDS
4418,2009,8.0,10.0,34.743,138.264,JAPAN,Japan,Earthquake,6.4,40.0,0.0,Few (~1 to 50 people),Severe (~>$5 to $24 million),HONSHU: S COAST
4416,1927,7.0,11.0,32.0,35.5,ISRAEL,Mediterranean Sea,Earthquake,6.3,,0.0,Many (~101 to 1000 people),Severe (~>$5 to $24 million),DEAD SEA
4376,2009,7.0,15.0,-45.762,166.562,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,7.8,12.0,0.0,,Limited (<$1 million),OFF WEST COAST OF SOUTH ISLAND
4417,1929,11.0,9.0,4.633,95.567,INDONESIA,Indian Ocean (including west coast of Australia),Unknown,0.0,,0.0,Few (~1 to 50 people),,"TJALANG, N.W. SUMATRA"
4440,2009,9.0,29.0,-15.489,-172.095,SAMOA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,8.1,18.0,0.0,Many (~101 to 1000 people),Extreme (~$25 million or more),SAMOA ISLANDS
4502,1909,3.0,7.0,-21.0,-159.0,COOK ISLANDS,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,0.0,,0.0,,Moderate (~$1 to $5 million),RAROTONGA
4522,2010,1.0,3.0,-8.743,157.477,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.6,26.0,0.0,,,SOLOMON ISLANDS
4523,2010,1.0,3.0,-8.799,157.346,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.1,25.0,0.0,,Limited (<$1 million),SOLOMON ISLANDS
4562,2004,2.0,11.0,31.675,35.551,JORDAN,Mediterranean Sea,Earthquake,5.3,27.0,0.0,,Moderate (~$1 to $5 million),DEAD SEA
4542,2010,1.0,5.0,-9.019,157.55100000000002,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.8,15.0,0.0,,,SOLOMON ISLANDS
4622,2010,1.0,12.0,18.457,-72.533,HAITI,Caribbean Sea,Earthquake and Landslide,7.0,13.0,0.0,Very Many (~1001 or more people),Extreme (~$25 million or more),HAITI & DOMINICAN REPUBLIC
4682,2010,2.0,27.0,-36.122,-72.898,CHILE,West Coast of South America,Earthquake,8.8,23.0,0.0,Many (~101 to 1000 people),Extreme (~$25 million or more),CENTRAL CHILE
4763,2010,4.0,6.0,2.383,97.048,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,7.8,31.0,0.0,,,SUMATRA
4702,1983,8.0,17.0,-8.54,123.59,INDONESIA,Indian Ocean (including west coast of Australia),Volcano,0.0,,0.0,,,LESSER SUNDA ISLANDS
4722,2010,3.0,11.0,-34.29,-71.891,CHILE,West Coast of South America,Earthquake,6.9,11.0,0.0,,Limited (<$1 million),CENTRAL CHILE
4782,2010,2.0,26.0,25.93,128.425,JAPAN,Japan,Earthquake,7.0,25.0,0.0,,,RYUKYU ISLANDS
4762,2010,4.0,13.0,-9.282,-77.645,PERU,West Coast of South America,Landslide,0.0,,0.0,Few (~1 to 50 people),Limited (<$1 million),"513 LAKE, HUALCAN GLACIER"
4843,1905,11.0,24.0,-17.7,168.3,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,0.0,,0.0,,,PORT VILA
4822,2010,5.0,29.0,16.708,145.97,USA TERRITORY,"E Coast Australia, New Zealand, South Pacific Is.",Volcano,0.0,,0.0,,,"SOUTH OF SARIGAN IS, N. MARIANA IS"
4842,1905,11.0,22.0,-17.7,168.3,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,0.0,,0.0,,,PORT VILA
5102,1902,9.0,27.0,14.0,-91.0,GUATEMALA,West Coast of North and Central America,Questionable Earthquake,0.0,,0.0,,Limited (<$1 million),OCOS
5082,1902,8.0,16.0,24.6,-107.9,MEXICO,West Coast of North and Central America,Earthquake,0.0,,0.0,,,MEXICO
4802,2005,2.0,14.0,15.775,-61.744,GUADELOUPE (FRENCH TERRITORY),Caribbean Sea,Earthquake,5.8,12.0,0.0,,,DOMINICA PASSAGE
4922,1910,11.0,10.0,-14.0,166.5,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.2,90.0,0.0,,Moderate (~$1 to $5 million),VANUATU ISLANDS
5062,1902,1.0,18.0,14.71,-91.59,GUATEMALA,West Coast of North and Central America,Questionable Earthquake,6.3,,0.0,,Limited (<$1 million),OCOSA
5063,1902,4.0,19.0,14.0,-91.0,GUATEMALA,West Coast of North and Central America,Earthquake,7.5,33.0,0.0,Very Many (~1001 or more people),Severe (~>$5 to $24 million),OCOS
4902,2010,6.0,12.0,7.881,91.936,INDIA,Indian Ocean (including west coast of Australia),Earthquake,7.5,35.0,0.0,,,LITTLE NICOBAR ISLAND
4942,1910,11.0,5.0,64.0,-165.0,USA,Alaska (including Aleutian Islands),Unknown,0.0,,0.0,,Moderate (~$1 to $5 million),"NOME, AK"
4882,1933,12.0,12.0,-5.0,151.0,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,0.0,,0.0,,Limited (<$1 million),BISMARCK SEA
5242,1996,4.0,24.0,46.73,7.97,SWITZERLAND,Mediterranean Sea,Unknown,0.0,,0.0,,,LAKE BRIENZ
5162,1901,10.0,8.0,11.0,-86.5,NICARAGUA,West Coast of North and Central America,Earthquake,7.0,,0.0,,Limited (<$1 million),NICARAGUA
5202,1949,12.0,17.0,-54.0,-71.0,CHILE,West Coast of South America,Earthquake,7.8,33.0,0.0,Few (~1 to 50 people),Limited (<$1 million),SOUTHERN CHILE
5122,1909,7.0,8.0,-15.5,167.2,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,0.0,,0.0,,Moderate (~$1 to $5 million),VANUATU ISLANDS
5222,2010,8.0,10.0,-17.541,168.06900000000002,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.2,25.0,0.0,,,VANUATU ISLANDS
5362,1936,2.0,25.0,-0.5,166.9,NAURU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Unknown,0.0,,0.0,,,"NAURU, OCEAN ISLAND"
5343,2010,8.0,13.0,12.484000000000002,141.476,USA TERRITORY,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,6.9,10.0,0.0,,,"GUAM, MARIANA ISLANDS"
5342,2010,10.0,25.0,-3.487,100.082,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,7.8,20.0,0.0,Many (~101 to 1000 people),Extreme (~$25 million or more),SUMATRA
5402,2010,12.0,21.0,26.901,143.69799999999998,JAPAN,Japan,Earthquake,7.4,14.0,0.0,,,BONIN ISLANDS
5405,1994,1.0,4.0,44.4,-67.97,USA,"East Coast USA and Canada, St Pierre and Miquelon",Meteorological,0.0,,0.0,,,"COREA HARBOR, MAINE"
5403,2010,12.0,25.0,-19.702,167.947,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.3,16.0,0.0,,Limited (<$1 million),VANUATU ISLANDS
5407,2011,2.0,21.0,-43.583,172.68,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,6.1,6.0,0.0,,,SOUTH ISLAND
5406,2011,2.0,11.0,-36.474,-73.125,CHILE,West Coast of South America,Earthquake,6.8,28.0,0.0,,,CENTRAL CHILE
5412,2011,3.0,9.0,38.435,142.842,JAPAN,Japan,Earthquake,7.5,32.0,0.0,,,HONSHU ISLAND
5413,2011,3.0,11.0,38.297,142.372,JAPAN,Japan,Earthquake,9.1,30.0,0.0,Very Many (~1001 or more people),Extreme (~$25 million or more),HONSHU ISLAND
5417,1981,3.0,4.0,38.209,23.288,GREECE,Mediterranean Sea,Earthquake,6.4,29.0,0.0,,,GULF OF CORINTH
5416,1997,4.0,10.0,13.1,-87.6,HONDURAS,West Coast of North and Central America,Unknown,0.0,,0.0,,Limited (<$1 million),GULF OF FONSECA
5419,2011,1.0,9.0,-19.157,168.31099999999998,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.5,24.0,0.0,,,VANUATU ISLANDS
5422,1964,5.0,7.0,40.4,139.0,JAPAN,Japan,Earthquake,6.6,,-3.0,,,NW. HONSHU ISLAND
5431,2011,7.0,10.0,38.034,143.264,JAPAN,Japan,Earthquake,7.0,23.0,0.0,,,OFF EAST COAST OF HONSHU ISLAND
5432,2011,6.0,24.0,52.05,-171.83599999999998,USA,Alaska (including Aleutian Islands),Earthquake,7.3,52.0,0.0,,,"ATKA, ALEUTIAN ISLANDS, AK"
5427,1992,8.0,11.0,32.536,141.641,JAPAN,Japan,Earthquake,6.3,16.0,0.0,,,
5428,1994,5.0,24.0,23.959,122.448,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,6.5,16.0,0.0,,,TAIWAN
5430,2011,7.0,6.0,-29.539,-176.34,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,7.6,17.0,0.0,,,KERMADEC ISLANDS
5433,2011,6.0,27.0,50.5,-3.0,UK,Northeast Atlantic Ocean,Meteorological,0.0,,0.0,,,"PLYMOUTH, ENGLAND"
5434,2011,8.0,6.0,59.05,6.64,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,0.0,,,"LYSEFJOREN, WESTERN NORWAY"
5429,2011,4.0,7.0,38.276,141.588,JAPAN,Japan,Earthquake,7.1,42.0,0.0,Few (~1 to 50 people),Limited (<$1 million),E. COAST HONSHU ISLAND
5435,2011,7.0,30.0,59.05,6.64,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,0.0,,Limited (<$1 million),"LYSEFJOREN, WESTERN NORWAY"
5436,2011,8.0,20.0,-18.311,168.218,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.0,28.0,0.0,,,VANUATU ISLANDS
5437,2011,8.0,20.0,-18.365,168.143,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.1,32.0,0.0,,,VANUATU ISLANDS
5438,2011,9.0,2.0,52.17100000000001,-171.708,USA,Alaska (including Aleutian Islands),Earthquake,6.8,32.0,0.0,,,"FOX ISLANDS, ALEUTIAN ISLANDS, AK"
5441,2007,11.0,29.0,14.944,-61.274,MARTINIQUE (FRENCH TERRITORY),Caribbean Sea,Earthquake,7.4,156.0,0.0,,,MARTINIQUE
5440,1990,2.0,8.0,9.755,124.694,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,6.6,26.0,0.0,Some (~51 to 100 people),Limited (<$1 million),PHILIPPINES
5439,2011,10.0,21.0,-28.993,-176.238,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,7.4,33.0,0.0,,,KERMADEC ISLANDS
5447,2012,3.0,20.0,16.493,-98.231,MEXICO,West Coast of North and Central America,Earthquake,7.4,20.0,0.0,Few (~1 to 50 people),Severe (~>$5 to $24 million),S. MEXICO
5446,2012,3.0,14.0,40.887,144.944,JAPAN,Japan,Earthquake,6.9,12.0,0.0,,,HOKKAIDO ISLAND
5444,2001,1.0,13.0,13.049,-88.66,EL SALVADOR,West Coast of North and Central America,Earthquake,7.7,60.0,0.0,Many (~101 to 1000 people),Extreme (~$25 million or more),EL SALVADOR
5449,2012,4.0,11.0,2.327,93.063,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,8.6,20.0,0.0,Few (~1 to 50 people),Limited (<$1 million),OFF W. COAST OF N SUMATRA
5450,2012,4.0,11.0,0.802,92.463,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,8.2,25.0,0.0,,,OFF W. COAST OF N SUMATRA
5451,2012,4.0,14.0,-18.972,168.741,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.3,11.0,0.0,,,VANUATU ISLANDS
