ID,YEAR,MONTH,DAY,LATITUDE,LONGITUDE,COUNTRY,REGION,CAUSE,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DEATHS_TOTAL_DESCRIPTION,DAMAGE_TOTAL_DESCRIPTION,LOCATION_NAME
5443,2010,4.0,13.0,-21.955,-157.92,COOK ISLANDS,"E Coast Australia, New Zealand, South Pacific Is.",Unknown,0.0,,0.0,,,"MANGAIA ISLAND, COOK ISLANDS"
5442,2012,2.0,2.0,-17.827,167.13299999999998,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.0,23.0,0.0,,,VANUATU ISLANDS
5453,1963,3.0,28.0,54.0,-132.25,CANADA,West Coast of North and Central America,Unknown,0.0,,0.0,Few (~1 to 50 people),Moderate (~$1 to $5 million),"GRAHAM ISLAND, BRITISH COLUMBIA"
5459,1900,1.0,10.0,1.82,127.85,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,0.0,,0.0,,,"GALELA, HALMAHERA ISLAND"
5462,2012,8.0,27.0,12.139,-88.59,EL SALVADOR,West Coast of North and Central America,Earthquake,7.3,28.0,0.0,,Limited (<$1 million),EL SALVADOR-NICARAGUA
5463,2012,8.0,31.0,10.811,126.638,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,7.6,28.0,0.0,Few (~1 to 50 people),Limited (<$1 million),PHILIPPINE ISLANDS
5464,2012,9.0,5.0,10.085,-85.315,COSTA RICA,West Coast of North and Central America,Earthquake,7.6,35.0,0.0,Few (~1 to 50 people),Limited (<$1 million),COSTA RICA
5466,1919,6.0,29.0,12.33,-88.291,NICARAGUA,West Coast of North and Central America,Earthquake,6.6,20.0,0.0,,,GULF OF FONSECA
5460,2012,7.0,15.0,69.2,-51.3,GREENLAND,Northwest Atlantic Ocean,Landslide,0.0,,0.0,,,"ILULISSAT ICEFJORD, GREENLAND"
5465,1906,5.0,25.0,13.25,-88.83,EL SALVADOR,West Coast of North and Central America,Unknown,0.0,,0.0,,,OFF COAST
5468,2012,11.0,7.0,13.988,-91.895,GUATEMALA,West Coast of North and Central America,Earthquake,7.3,24.0,0.0,Some (~51 to 100 people),Severe (~>$5 to $24 million),GUATEMALA
5471,2012,12.0,28.0,31.256,110.733,CHINA,"China, North and South Korea, Philippines, Taiwan",Landslide,0.0,,0.0,,,"ZHAOJUN BRIDGE, HUBEI PROVINCE"
5469,2012,12.0,7.0,37.89,143.94899999999998,JAPAN,Japan,Earthquake,7.2,31.0,0.0,,,OFF EAST COAST OF HONSHU ISLAND
5467,2012,10.0,28.0,52.788,-132.101,CANADA,West Coast of North and Central America,Earthquake,7.7,14.0,0.0,Few (~1 to 50 people),,BRITISH COLUMBIA
5470,1965,2.0,19.0,-41.755,-72.396,CHILE,West Coast of South America,Volcano and Landslide,0.0,,0.0,Few (~1 to 50 people),Severe (~>$5 to $24 million),SOUTHERN CHILE
5472,2013,1.0,5.0,55.393,-134.65200000000002,USA,Alaska (including Aleutian Islands),Earthquake,7.5,10.0,0.0,,Limited (<$1 million),"SE. ALASKA, AK"
5478,1966,,,-10.38,165.8,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Volcano,0.0,,0.0,,,"TINAKULA, SANTA CRUZ ISLANDS"
5477,2013,2.0,8.0,-10.928,166.018,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.0,21.0,0.0,,,SANTA CRUZ ISLANDS
5476,2013,2.0,6.0,-10.765999999999998,165.114,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.9,24.0,0.0,Few (~1 to 50 people),Moderate (~$1 to $5 million),SANTA CRUZ ISLANDS
5479,2013,4.0,19.0,46.221,150.78799999999998,RUSSIA,Kamchatka and Kuril Islands,Earthquake,7.2,110.0,0.0,,,S. KURIL ISLANDS
5491,2013,7.0,21.0,-41.70399999999999,174.33700000000002,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,6.5,17.0,0.0,,Limited (<$1 million),COOK STRAIT
5496,1905,1.0,,19.0,-113.0,MEXICO,West Coast of North and Central America,Earthquake,0.0,,0.0,,,REVILLAGIGEDO ISLANDS
5497,1925,5.0,4.0,14.583,-106.1,MEXICO,West Coast of North and Central America,Unknown,0.0,,0.0,,,
5498,1927,9.0,6.0,17.0,-104.0,MEXICO,West Coast of North and Central America,Meteorological,0.0,,0.0,,,MEXICO
5517,2004,11.0,22.0,-46.676,164.72099999999998,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,7.1,10.0,0.0,,,PUYSEGUR TRENCH
5519,2013,8.0,16.0,-41.731,174.02700000000002,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,6.5,10.0,0.0,,Limited (<$1 million),WELLINGTON
5506,2013,9.0,24.0,25.18,62.26,PAKISTAN,Indian Ocean (including west coast of Australia),Earthquake and Landslide,0.0,47.0,0.0,Many (~101 to 1000 people),Extreme (~$25 million or more),OFF COAST GWADAR
5515,1993,6.0,18.0,-28.886,-176.81900000000002,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,6.6,20.0,0.0,,,KERMADEC ISLANDS
5533,2013,10.0,25.0,37.2,144.6,JAPAN,Japan,Earthquake,7.1,10.0,0.0,,,E. COAST HONSHU ISLAND
5513,1978,10.0,10.0,-43.08,172.97,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Landslide,0.0,,0.0,,,OFF EAST COAST OF SOUTH ISLAND
5531,1926,,,-38.37,178.31,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Unknown,0.0,,0.0,,,"TOLAGA BAY, NORTH ISLAND"
5514,1987,5.0,20.0,-45.46,167.15,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Landslide,0.0,,0.0,,,DEEP COVE
5532,2002,11.0,4.0,-44.7,169.2,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Landslide,0.0,,0.0,,,ALBERT TOWN
5534,2013,11.0,17.0,-60.274,-46.401,ANTARCTICA,Southwest Atlantic Ocean,Earthquake,7.7,10.0,0.0,,,SCOTIA SEA
5535,1971,3.0,19.0,-11.116,-76.5,PERU,West Coast of South America,Landslide,0.0,,0.0,Many (~101 to 1000 people),Moderate (~$1 to $5 million),CHUNGAR
5542,1914,10.0,6.0,-37.8,178.2,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,0.0,,0.0,Few (~1 to 50 people),Moderate (~$1 to $5 million),"TOLAGA BAY, NORTH ISLAND"
5540,1956,3.0,2.0,-38.9,175.8,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,5.3,,0.0,,,"LAKE TAUPO, NORTH ISLAND"
5544,1904,8.0,25.0,-39.12,177.2,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Questionable Earthquake,0.0,,0.0,,,
5555,2014,3.0,16.0,-19.965,-70.814,CHILE,West Coast of South America,Earthquake,6.7,21.0,0.0,,Limited (<$1 million),NORTHERN CHILE
5564,2014,4.0,19.0,-6.755,155.024,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.5,43.0,0.0,,,SOLOMON SEA
5560,2014,4.0,13.0,-11.463,162.05100000000002,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.4,39.0,0.0,,,SOLOMON ISLANDS
5563,2014,4.0,18.0,17.397000000000002,-100.972,MEXICO,West Coast of North and Central America,Earthquake,7.2,24.0,0.0,,Limited (<$1 million),S. MEXICO
5566,1953,3.0,25.0,32.1,139.85,JAPAN,Japan,Volcano,0.0,,-1.0,,,MYOJINSHO SUBMARINE VOLCANO
5558,2014,4.0,3.0,-20.571,-70.493,CHILE,West Coast of South America,Earthquake,7.7,22.0,0.0,,,NORTHERN CHILE
5559,2014,4.0,12.0,-11.27,162.148,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.6,23.0,0.0,,,SOLOMON ISLANDS
5557,2014,4.0,1.0,-19.61,-70.76899999999999,CHILE,West Coast of South America,Earthquake,8.2,25.0,0.0,Few (~1 to 50 people),Extreme (~$25 million or more),NORTHERN CHILE
5571,2014,6.0,23.0,51.849,178.735,USA,Alaska (including Aleutian Islands),Earthquake,7.9,109.0,0.0,,,"ALEUTIAN ISLANDS, AK"
5572,2014,6.0,23.0,-29.977,-177.725,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,6.9,20.0,0.0,,,"S OF RAOUL ISLAND, KERMADEC ISLANDS"
5568,1974,10.0,17.0,54.0,-128.7,CANADA,West Coast of North and Central America,Landslide,0.0,,0.0,,,"KITIMAT INLET, BRITISH COLOMBIA"
5569,1963,10.0,9.0,46.267,12.329,ITALY,Mediterranean Sea,Landslide,0.0,,0.0,Very Many (~1001 or more people),Severe (~>$5 to $24 million),"VAJONT DAM, VAJONT RIVER"
5573,1904,12.0,20.0,9.2,-82.8,PANAMA,Caribbean Sea,Earthquake,7.2,,0.0,,,BOCAS DEL TORO
5574,2014,7.0,11.0,37.005,142.453,JAPAN,Japan,Earthquake,6.5,20.0,0.0,,,SANRIKU
5576,1994,6.0,4.0,-10.777,113.366,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,6.5,11.0,0.0,,,SOUTH OF JAVA
5575,2014,7.0,25.0,58.306,-136.96,USA,Alaska (including Aleutian Islands),Earthquake,6.1,10.0,0.0,,,"PALMA BAY, AK"
5577,2014,10.0,9.0,-32.108000000000004,-110.811,CHILE,West Coast of South America,Earthquake,7.0,16.0,0.0,,,EASTER ISLAND REGION
5578,2014,11.0,15.0,1.893,126.522,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,7.1,45.0,0.0,,,N. MOLUCCAS ISLANDS
5580,2015,2.0,16.0,39.856,142.881,JAPAN,Japan,Earthquake,6.7,23.0,0.0,,,HONSHU
5581,2015,3.0,29.0,-4.729,152.562,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.5,41.0,0.0,,,BISMARCK SEA
5579,1950,4.0,30.0,6.5,-83.0,PANAMA,West Coast of North and Central America,Earthquake,0.0,,0.0,,,OFF COAST
5582,2015,2.0,19.0,-16.430999999999997,168.148,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.4,10.0,0.0,,Limited (<$1 million),VANUATU ISLANDS
5584,2015,5.0,2.0,31.529,140.213,JAPAN,Japan,Earthquake,5.7,10.0,0.0,,,S. OF HONSHU ISLAND
5583,2015,5.0,5.0,-5.462000000000001,151.875,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.5,55.0,0.0,,Limited (<$1 million),NEW BRITAIN
5589,2015,7.0,10.0,-9.307,158.403,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.7,12.0,0.0,,,SOLOMON ISLANDS
5588,2015,7.0,18.0,-10.401,165.141,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.0,11.0,0.0,,,SANTA CRUZ ISLANDS
5587,1905,1.0,20.0,9.85,-84.68,COSTA RICA,West Coast of North and Central America,Earthquake,6.8,,0.0,,Limited (<$1 million),GULF OF NICOYA
5591,2015,7.0,27.0,52.214,-169.399,USA,Alaska (including Aleutian Islands),Earthquake,6.9,23.0,0.0,,,"FOX ISLANDS, ALEUTIAN ISLANDS, AK"
5590,2015,9.0,16.0,-31.573,-71.67399999999999,CHILE,West Coast of South America,Earthquake,8.3,22.0,0.0,Few (~1 to 50 people),Extreme (~$25 million or more),CENTRAL CHILE
5596,2015,10.0,18.0,60.08,-141.3,USA,Alaska (including Aleutian Islands),Landslide,0.0,,0.0,,,"ICY BAY, AK"
5593,2015,11.0,13.0,31.001,128.873,JAPAN,Japan,Earthquake,6.7,12.0,0.0,,,JAPAN
5594,2015,11.0,17.0,38.67,20.6,GREECE,Mediterranean Sea,Earthquake and Landslide,6.5,11.0,0.0,Few (~1 to 50 people),Moderate (~$1 to $5 million),IONIAN SEA
5592,2015,11.0,11.0,-29.46,-72.12,CHILE,West Coast of South America,Earthquake,6.9,33.0,0.0,,,CENTRAL CHILE
5598,2016,3.0,2.0,-4.952,94.33,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,7.8,24.0,0.0,,,SW. SUMATRA
5599,2016,4.0,16.0,0.35,-80.16,ECUADOR,West Coast of South America,Earthquake,7.8,17.0,0.0,Many (~101 to 1000 people),Extreme (~$25 million or more),OFF COAST
5602,1993,3.0,12.0,-14.385,-178.252,WALLIS AND FUTUNA (FRENCH TERRITORY),"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,6.4,10.0,0.0,Few (~1 to 50 people),Limited (<$1 million),FUTUNA
5600,2016,4.0,28.0,-16.043,167.37900000000002,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.0,24.0,0.0,,,VANUATU ISLANDS
5605,2016,8.0,19.0,-55.285,-31.877,UK TERRITORY,Southwest Atlantic Ocean,Earthquake,7.4,10.0,0.0,,,SOUTHERN ATLANTIC OCEAN
5604,2016,8.0,12.0,-22.477,173.11700000000002,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.2,16.0,0.0,,,LOYALTY ISLANDS
5607,2014,10.0,14.0,12.526,-88.12299999999999,EL SALVADOR,West Coast of North and Central America,Earthquake,7.3,40.0,0.0,Few (~1 to 50 people),Limited (<$1 million),GULF OF FONSECA
5609,2001,10.0,12.0,52.63,-132.2,CANADA,West Coast of North and Central America,Earthquake,6.1,20.0,0.0,,,QUEEN CHARLOTTE ISLANDS
5613,2016,11.0,13.0,-42.737,173.054,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,7.8,15.0,0.0,Few (~1 to 50 people),Extreme (~$25 million or more),OFF EAST COAST OF SOUTH ISLAND
5606,2016,9.0,1.0,-37.359,179.146,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,7.0,19.0,0.0,,,GISBORNE
5614,1917,8.0,16.0,58.20399999999999,-134.14700000000002,USA,Alaska (including Aleutian Islands),Landslide,0.0,,0.0,Few (~1 to 50 people),Limited (<$1 million),"TAKU INLET, JUNEAU, AK"
5620,2016,11.0,24.0,11.96,-88.835,NICARAGUA,West Coast of North and Central America,Earthquake,6.9,33.0,0.0,,,NICARAGUA
5636,2016,12.0,17.0,-4.505,153.52200000000002,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.9,95.0,0.0,,,SOLOMON SEA
5630,2016,12.0,8.0,-10.681,161.327,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.8,40.0,0.0,Few (~1 to 50 people),Limited (<$1 million),SOLOMON ISLANDS
5625,1919,8.0,19.0,10.6,-71.6,VENEZUELA,Caribbean Sea,Earthquake,0.0,,0.0,,Moderate (~$1 to $5 million),LAGO DE MARACAIBO
5631,1962,1.0,11.0,43.3,17.1,CROATIA,Mediterranean Sea,Earthquake,6.1,33.0,0.0,,,DALMATIAN COASTS
5632,2016,12.0,9.0,-10.749,161.132,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.9,20.0,0.0,,,SOLOMON ISLANDS
5618,2016,11.0,21.0,37.393,141.387,JAPAN,Japan,Earthquake,6.9,9.0,0.0,,Limited (<$1 million),E. COAST HONSHU ISLAND
5644,1967,10.0,,59.621,-151.106,USA,Alaska (including Aleutian Islands),Landslide,0.0,,0.0,,,"GREWINGK, AK"
5641,1996,9.0,5.0,21.898000000000003,121.498,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,6.8,20.0,0.0,,,TAIWAN REGION
5642,2017,1.0,22.0,-6.246,155.172,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.9,135.0,0.0,Few (~1 to 50 people),Limited (<$1 million),BOUGAINVILLE ISLAND
5637,2016,12.0,25.0,-43.517,-74.391,CHILE,West Coast of South America,Earthquake,7.6,30.0,0.0,,Limited (<$1 million),SOUTHERN CHILE
5639,2017,1.0,3.0,-19.373,176.05200000000002,FIJI,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,6.9,12.0,0.0,,,FIJI ISLANDS
5643,2017,3.0,19.0,27.835,51.94,IRAN,Red Sea and Persian Gulf,Meteorological,0.0,,0.0,Few (~1 to 50 people),Severe (~>$5 to $24 million),PERSIAN GULF
5648,2017,4.0,28.0,5.504,125.066,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,6.9,26.0,0.0,,Limited (<$1 million),"SOCCSKSARGEN, PHILIPPINES"
5649,2017,5.0,1.0,59.852,-136.67700000000002,USA,Alaska (including Aleutian Islands),Earthquake,6.2,1.0,0.0,,,"SKAGWAY, AK"
5647,2017,4.0,24.0,-33.038000000000004,-72.062,CHILE,West Coast of South America,Earthquake,6.9,28.0,0.0,,,CENTRAL CHILE
5651,2017,6.0,17.0,71.813,-52.569,GREENLAND,Northwest Atlantic Ocean,Landslide,0.0,0.0,0.0,Few (~1 to 50 people),Limited (<$1 million),"KARRAT FJORD, GREENLAND"
5653,1903,10.0,20.0,64.98,-66.2,CANADA,Northwest Atlantic Ocean,Unknown,0.0,,0.0,,,"BLACKLEAD ISLAND, CUMBERLAND SOUND"
5654,2017,7.0,17.0,54.443000000000005,168.857,RUSSIA,Kamchatka and Kuril Islands,Earthquake,7.7,10.0,0.0,,,BERING ISLAND
5655,2017,7.0,20.0,36.929,27.414,TURKEY,Mediterranean Sea,Earthquake,6.6,7.0,0.0,Few (~1 to 50 people),Moderate (~$1 to $5 million),GULF OF GÖKOVA
5656,2017,7.0,19.0,11.0,-74.3,COLOMBIA,Caribbean Sea,Landslide,0.0,,0.0,,Limited (<$1 million),OFF THE COAST NEAR SANTA MARTA
5652,2017,6.0,12.0,38.93,26.365,GREECE,Mediterranean Sea,Earthquake,6.3,12.0,0.0,Few (~1 to 50 people),Moderate (~$1 to $5 million),LESBOS
5661,1975,12.0,16.0,-18.672,178.46400000000003,FIJI,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,4.9,33.0,0.0,,,FIJI ISLANDS
5659,1948,5.0,23.0,37.2,121.8,CHINA,"China, North and South Korea, Philippines, Taiwan",Earthquake,6.0,,0.0,,Limited (<$1 million),SHANDONG PROVINCE
5664,2017,11.0,1.0,-21.648000000000003,168.859,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.6,22.0,0.0,,,LOYALTY ISLANDS
5660,1950,12.0,2.0,-18.25,167.5,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.8,60.0,0.0,,,VANUATU ISLANDS
5663,2017,10.0,31.0,-21.697,169.149,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.7,24.0,0.0,,,LOYALTY ISLANDS
5658,2017,9.0,8.0,14.761,-94.103,MEXICO,West Coast of North and Central America,Earthquake,8.2,46.0,0.0,Some (~51 to 100 people),Extreme (~$25 million or more),S. MEXICO
5662,1908,4.0,6.0,45.77,-75.6,CANADA,"East Coast USA and Canada, St Pierre and Miquelon",Landslide,0.0,,0.0,Few (~1 to 50 people),Moderate (~$1 to $5 million),NOTRE DAME DE LA SALETTE
5672,2018,1.0,10.0,17.474,-83.51899999999999,HONDURAS,Caribbean Sea,Earthquake,7.5,10.0,0.0,,Limited (<$1 million),OFF COAST OF HONDURAS
5673,2018,1.0,23.0,56.04600000000001,-149.07299999999998,USA,Alaska (including Aleutian Islands),Earthquake,7.9,25.0,0.0,,Limited (<$1 million),"KODIAK ISLAND, AK"
5670,2017,11.0,19.0,-21.325,168.672,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.0,10.0,0.0,,,LOYALTY ISLANDS
5669,1976,7.0,11.0,7.4,-78.1,PANAMA,West Coast of North and Central America,Earthquake,6.7,22.0,0.0,Few (~1 to 50 people),Limited (<$1 million),PANAMA
5671,2017,12.0,8.0,-30.0,-179.0,KERMADEC ISLANDS,"E Coast Australia, New Zealand, South Pacific Is.",Unknown,0.0,,0.0,,,KERMADEC ISLANDS
5668,1913,10.0,2.0,7.1,-80.6,PANAMA,West Coast of North and Central America,Earthquake and Landslide,6.7,,0.0,Few (~1 to 50 people),Limited (<$1 million),OFF COAST
5676,2018,2.0,9.0,-3.608,144.588,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Volcano,0.0,,0.0,,,"KADOVAR ISLAND, PAPUA NEW GUINEA"
5674,2015,5.0,10.0,69.8,20.92,NORWAY,Northeast Atlantic Ocean,Landslide,0.0,,0.0,,Limited (<$1 million),NORTHERN NORWAY
5675,2018,1.0,14.0,-15.776,-74.744,PERU,West Coast of South America,Earthquake,7.1,36.0,0.0,,,S. PERU
5678,2018,5.0,4.0,19.37,-155.032,USA,"Hawaii, Johnston Atoll, Midway I",Volcano and Earthquake,6.9,5.0,0.0,,Extreme (~$25 million or more),HAWAII
5685,2018,8.0,5.0,-8.287,116.452,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,6.9,31.0,0.0,Many (~101 to 1000 people),Extreme (~$25 million or more),BALI SEA
5691,1994,,,45.22,36.72,RUSSIA,Black Sea and Caspian Sea,Landslide,0.0,,0.0,,,KERCH STRAIT
5693,2014,6.0,27.0,46.32,30.67,UKRAINE,Black Sea and Caspian Sea,Landslide,0.0,,0.0,,,ODESSA
5692,2000,,,45.12,36.7,RUSSIA,Black Sea and Caspian Sea,Landslide,0.0,,0.0,,,KERCH STRAIT
5690,2018,10.0,25.0,37.506,20.563,GREECE,Mediterranean Sea,Earthquake,6.8,14.0,0.0,,Limited (<$1 million),IONIAN SEA
5686,2018,8.0,19.0,-18.178,-178.111,FIJI,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,8.2,563.0,0.0,,,FIJI ISLANDS
5687,2018,8.0,21.0,10.855,-62.883,VENEZUELA,Caribbean Sea,Earthquake,7.3,154.0,0.0,Few (~1 to 50 people),Moderate (~$1 to $5 million),SUCRE
5688,2018,8.0,29.0,-22.066,170.05,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.1,27.0,0.0,,,LOYALTY ISLANDS
5689,2018,9.0,28.0,-0.178,119.84,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake and Landslide,7.5,10.0,0.0,Very Many (~1001 or more people),Extreme (~$25 million or more),SULAWESI
5698,2018,12.0,5.0,-21.969,169.446,NEW CALEDONIA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,7.5,10.0,0.0,,Limited (<$1 million),LOYALTY ISLANDS
5694,1939,7.0,24.0,12.3,-61.63,GRENADA,Caribbean Sea,Volcano,0.0,,0.0,,,KICK 'EM JENNY VOLCANO
5696,1902,6.0,6.0,14.602,-61.065,MARTINIQUE (FRENCH TERRITORY),Caribbean Sea,Unknown,0.0,,0.0,,,FORT-DE-FRANCE
5695,1965,10.0,24.0,12.3,-61.63,GRENADA,Caribbean Sea,Volcano,0.0,,0.0,,,KICK 'EM JENNY VOLCANO
5697,1902,7.0,8.0,14.553,-61.00899999999999,MARTINIQUE (FRENCH TERRITORY),Caribbean Sea,Unknown,0.0,,0.0,,,MARTINIQUE
5699,2018,12.0,22.0,-6.102,105.423,INDONESIA,Indian Ocean (including west coast of Australia),Volcano and Landslide,0.0,,0.0,Many (~101 to 1000 people),Extreme (~$25 million or more),KRAKATAU
5703,1990,6.0,20.0,36.957,49.409,IRAN,Black Sea and Caspian Sea,Earthquake and Landslide,7.3,19.0,0.0,Very Many (~1001 or more people),Extreme (~$25 million or more),CASPIAN SEA
5701,2008,11.0,23.0,31.065,109.92,CHINA,"China, North and South Korea, Philippines, Taiwan",Landslide,0.0,,0.0,,Limited (<$1 million),"WU GORGE, WUSHAN COUNTY"
5700,2015,6.0,24.0,31.077,109.896,CHINA,"China, North and South Korea, Philippines, Taiwan",Landslide,0.0,,0.0,Few (~1 to 50 people),Moderate (~$1 to $5 million),"WUSHAN, CHONGQING"
5706,2012,3.0,9.0,-19.125,169.613,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.7,16.0,0.0,,,OFF EAST COAST OF VANUATU
5712,2019,6.0,18.0,38.646,139.472,JAPAN,Japan,Earthquake,6.4,12.0,0.0,,Moderate (~$1 to $5 million),NIIGATA
5713,2009,7.0,1.0,34.164,25.471,GREECE,Mediterranean Sea,Earthquake,6.4,19.0,0.0,,,CRETE
5705,2019,5.0,14.0,-4.051,152.597,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,7.6,10.0,0.0,,Limited (<$1 million),"RABAUL, NEW BRITAIN"
5707,1997,3.0,12.0,-21.7,168.0,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Unknown,0.0,,0.0,,,NEW CALEDONIA
5708,1936,,,-20.5,165.0,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Unknown,0.0,,0.0,,Limited (<$1 million),NEW CALEDONIA
5709,1942,5.0,,-20.6,165.0,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Unknown,0.0,,0.0,,,NEW CALEDONIA
5710,2019,6.0,14.0,-30.056,-72.082,CHILE,West Coast of South America,Earthquake,6.4,11.0,0.0,,,CENTRAL CHILE
5711,2019,6.0,15.0,-30.805,-178.095,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,7.2,34.0,0.0,,,"S OF RAOUL ISLAND, KERMADEC ISLANDS"
5716,2019,8.0,28.0,38.789,15.213,ITALY,Mediterranean Sea,Volcano,0.0,,0.0,,,STROMBOLI ISLAND
5717,2002,3.0,24.0,36.45,28.2,GREECE,Mediterranean Sea,Unknown,0.0,,0.0,,Limited (<$1 million),DODECANESE ISLANDS
5721,2011,5.0,10.0,-20.244,168.226,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.8,11.0,0.0,,,LOYALTY ISLANDS
5722,2015,11.0,18.0,-8.899,158.422,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.8,13.0,0.0,,,SOLOMON ISLANDS
5723,2017,11.0,19.0,-21.638,168.673,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.3,14.0,0.0,,,LOYALTY ISLANDS
5724,2017,11.0,19.0,-21.503,168.59799999999998,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.6,13.0,0.0,,,LOYALTY ISLANDS
5725,2018,10.0,16.0,-21.743,169.52200000000002,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,6.5,17.0,0.0,,,LOYALTY ISLANDS
5714,2018,12.0,11.0,50.56,131.47,RUSSIA,Kamchatka and Kuril Islands,Landslide,0.0,,0.0,,,"BUREYA, FAR EASTERN RUSSIA"
5718,1978,,,21.4,108.0,VIETNAM,"China, North and South Korea, Philippines, Taiwan",Unknown,0.0,,0.0,,Limited (<$1 million),TRA CO COAST
